0.0001, 0.0002, 3406, 0, 4532, 4531, 3405, 1126, 1126, 0
0.0001, 0.0002, 5844, 0, 7363, 7362, 5843, 1519, 1519, 0
0.0001, 0.0002, 15854, 0, 18512, 18512, 15853, 2659, 2659, 0
0.0001, 0.0002, 5731, 0, 6670, 6669, 5730, 939, 939, 0
0.0001, 0.0002, 2457, 0, 3054, 3053, 2456, 597, 597, 0
0.0001, 0.0002, 4459, 0, 5459, 5458, 4458, 1000, 1000, 0
0.0001, 0.0002, 9368, 0, 10805, 10804, 9367, 1437, 1437, 0
0.0001, 0.0002, 9042, 0, 10564, 10563, 9041, 1522, 1522, 0
0.0001, 0.0002, 3865, 0, 4596, 4595, 3864, 731, 731, 0
0.0001, 0.0002, 15086, 0, 18229, 18229, 15085, 3144, 3143, 0
0.0001, 0.0002, 3795, 0, 4391, 4391, 3794, 597, 597, 0
0.0001, 0.0002, 2511, 0, 2957, 2956, 2510, 446, 446, 0
0.0001, 0.0002, 6142, 0, 7291, 7290, 6141, 1149, 1149, 0
0.0001, 0.0002, 3341, 0, 4385, 4384, 3340, 1044, 1044, 0
0.0001, 0.0002, 2827, 0, 3433, 3432, 2826, 606, 606, 0
0.0001, 0.0002, 8082, 0, 10065, 10064, 8081, 1983, 1983, 0
0.0001, 0.0002, 3402, 0, 4474, 4473, 3401, 1072, 1072, 0
0.0001, 0.0002, 5608, 0, 7086, 7086, 5607, 1479, 1478, 0
0.0001, 0.0002, 4403, 0, 5723, 5722, 4402, 1320, 1320, 0
0.0001, 0.0002, 2919, 0, 3583, 3582, 2918, 664, 664, 0
0.0001, 0.0002, 11865, 0, 13656, 13655, 11864, 1791, 1791, 0
0.0001, 0.0002, 17801, 0, 20877, 20876, 17800, 3076, 3076, 0
0.0001, 0.0002, 5966, 0, 7056, 7055, 5965, 1090, 1090, 0
0.0001, 0.0002, 7199, 0, 8700, 8699, 7198, 1501, 1501, 0
0.0001, 0.0002, 5675, 0, 6772, 6771, 5674, 1097, 1097, 0
0.0001, 0.0002, 2987, 0, 4331, 4330, 2986, 1344, 1344, 0
0.0001, 0.0002, 2300, 0, 2947, 2946, 2299, 647, 647, 0
0.0001, 0.0002, 3511, 0, 4350, 4349, 3510, 839, 839, 0
0.0001, 0.0002, 20370, 0, 24019, 24018, 20369, 3649, 3649, 0
0.0001, 0.0002, 8642, 0, 10116, 10116, 8641, 1475, 1475, 0
0.0001, 0.0002, 2813, 0, 3704, 3703, 2812, 891, 891, 0
0.0001, 0.0002, 13505, 0, 15875, 15875, 13504, 2371, 2371, 0
0.0001, 0.0002, 1904, 0, 2410, 2409, 1903, 506, 506, 0
0.0001, 0.0002, 18435, 0, 21645, 21644, 18434, 3210, 3210, 0
0.0001, 0.0002, 4335, 0, 5159, 5158, 4334, 824, 824, 0
0.0001, 0.0002, 3475, 0, 4479, 4478, 3474, 1004, 1004, 0
0.0001, 0.0002, 2353, 0, 2893, 2892, 2352, 540, 540, 0
0.0001, 0.0002, 10146, 0, 11883, 11882, 10145, 1737, 1737, 0
0.0001, 0.0002, 3786, 0, 5249, 5248, 3785, 1463, 1463, 0
0.0001, 0.0002, 4799, 0, 5830, 5829, 4798, 1031, 1031, 0
0.0001, 0.0002, 4668, 0, 5663, 5663, 4667, 996, 996, 0
0.0001, 0.0002, 13789, 0, 16259, 16258, 13788, 2470, 2470, 0
0.0001, 0.0002, 3304, 0, 3977, 3977, 3303, 674, 674, 0
