0.02, 0.04, 2498, 246, 2417, 4000, 2743, 1257, 244, 0
0.02, 0.04, 2555, 262, 2451, 4000, 2816, 1184, 157, 0
0.02, 0.04, 2419, 288, 2354, 4000, 2706, 1294, 256, 0
0.02, 0.04, 2591, 287, 2471, 4000, 2877, 1123, 150, 0
0.02, 0.04, 2514, 291, 2403, 4000, 2804, 1196, 231, 0
0.02, 0.04, 2514, 241, 2426, 4000, 2754, 1246, 256, 0
0.02, 0.04, 2371, 240, 2319, 4000, 2610, 1390, 333, 0
0.02, 0.04, 2643, 256, 2545, 4000, 2898, 1102, 164, 0
0.02, 0.04, 2428, 250, 2357, 4000, 2677, 1323, 329, 0
0.02, 0.04, 2584, 272, 2459, 4000, 2855, 1145, 172, 0
0.02, 0.04, 2619, 247, 2512, 4000, 2865, 1135, 172, 0
0.02, 0.04, 2653, 247, 2536, 4000, 2899, 1101, 114, 0
0.02, 0.04, 2670, 245, 2510, 4000, 2914, 1086, 111, 0
0.02, 0.04, 2712, 253, 2543, 4000, 2964, 1036, 99, 0
0.02, 0.04, 2601, 235, 2503, 4000, 2835, 1165, 168, 0
0.02, 0.04, 2605, 229, 2513, 4000, 2833, 1167, 218, 0
0.02, 0.04, 2557, 279, 2442, 4000, 2835, 1165, 184, 0
0.02, 0.04, 2597, 259, 2523, 4000, 2855, 1145, 225, 0
0.02, 0.04, 2570, 238, 2438, 4000, 2806, 1194, 162, 0
0.02, 0.04, 2257, 241, 2176, 4000, 2497, 1503, 514, 0
0.02, 0.04, 2688, 242, 2568, 4000, 2928, 1072, 136, 0
0.02, 0.04, 2599, 254, 2469, 4000, 2852, 1148, 115, 0
0.02, 0.04, 2457, 230, 2381, 4000, 2686, 1314, 313, 0
0.02, 0.04, 2463, 269, 2354, 4000, 2731, 1269, 255, 0
0.02, 0.04, 2605, 240, 2491, 4000, 2844, 1156, 132, 0
0.02, 0.04, 2441, 254, 2353, 4000, 2694, 1306, 292, 0
0.02, 0.04, 2371, 250, 2303, 4000, 2620, 1380, 375, 0
0.02, 0.04, 2098, 247, 2070, 4000, 2344, 1656, 587, 0
0.02, 0.04, 2423, 251, 2378, 4000, 2673, 1327, 300, 0
0.02, 0.04, 2486, 269, 2384, 4000, 2754, 1246, 218, 0
0.02, 0.04, 2567, 254, 2466, 4000, 2820, 1180, 151, 0
0.02, 0.04, 2518, 242, 2417, 4000, 2759, 1241, 198, 0
0.02, 0.04, 2532, 252, 2446, 4000, 2783, 1217, 228, 0
0.02, 0.04, 2588, 264, 2487, 4000, 2851, 1149, 187, 0
0.02, 0.04, 2336, 237, 2308, 4000, 2572, 1428, 411, 0
0.02, 0.04, 2752, 226, 2570, 4000, 2977, 1023, 86, 0
0.02, 0.04, 2657, 242, 2528, 4000, 2898, 1102, 139, 0
0.02, 0.04, 2554, 261, 2448, 4000, 2813, 1187, 189, 0
0.02, 0.04, 2531, 245, 2426, 4000, 2775, 1225, 195, 0
0.02, 0.04, 2451, 278, 2373, 4000, 2728, 1272, 291, 0
0.02, 0.04, 2598, 266, 2478, 4000, 2862, 1138, 177, 0
0.02, 0.04, 2594, 229, 2529, 4000, 2822, 1178, 223, 0
0.02, 0.04, 2671, 253, 2518, 4000, 2923, 1077, 117, 0
0.02, 0.04, 2654, 255, 2543, 4000, 2907, 1093, 147, 0
0.02, 0.04, 2573, 260, 2452, 4000, 2832, 1168, 120, 0
0.02, 0.04, 2428, 267, 2332, 4000, 2693, 1307, 298, 0
0.02, 0.04, 2597, 250, 2495, 4000, 2846, 1154, 158, 0
0.02, 0.04, 2458, 246, 2392, 4000, 2703, 1297, 287, 0
0.02, 0.04, 2623, 253, 2516, 4000, 2875, 1125, 175, 0
0.02, 0.04, 2549, 255, 2426, 4000, 2803, 1197, 199, 0
0.02, 0.04, 2501, 234, 2411, 4000, 2734, 1266, 258, 0
0.02, 0.04, 2694, 258, 2591, 4000, 2951, 1049, 162, 0
0.02, 0.04, 2239, 256, 2220, 4000, 2494, 1506, 459, 0
0.02, 0.04, 2551, 262, 2443, 4000, 2812, 1188, 196, 0
0.02, 0.04, 2513, 239, 2419, 4000, 2751, 1249, 296, 0
0.02, 0.04, 2664, 264, 2525, 4000, 2927, 1073, 94, 0
0.02, 0.04, 2528, 272, 2400, 4000, 2799, 1201, 221, 0
0.02, 0.04, 2487, 256, 2394, 4000, 2742, 1258, 225, 0
0.02, 0.04, 2580, 210, 2484, 4000, 2789, 1211, 272, 0
0.02, 0.04, 2523, 270, 2418, 4000, 2792, 1208, 235, 0
0.02, 0.04, 2530, 261, 2454, 4000, 2790, 1210, 183, 0
0.02, 0.04, 2551, 257, 2442, 4000, 2807, 1193, 185, 0
0.02, 0.04, 2416, 304, 2345, 4000, 2719, 1281, 276, 0
0.02, 0.04, 2522, 247, 2438, 4000, 2768, 1232, 225, 0
0.02, 0.04, 2728, 236, 2601, 4000, 2963, 1037, 97, 0
0.02, 0.04, 2595, 243, 2475, 4000, 2836, 1164, 204, 0
0.02, 0.04, 2492, 275, 2378, 4000, 2765, 1235, 224, 0
0.02, 0.04, 2625, 278, 2513, 4000, 2901, 1099, 145, 0
0.02, 0.04, 2593, 262, 2497, 4000, 2853, 1147, 210, 0
0.02, 0.04, 2624, 232, 2500, 4000, 2855, 1145, 176, 0
0.02, 0.04, 2600, 251, 2477, 4000, 2850, 1150, 152, 0
0.02, 0.04, 2573, 259, 2479, 4000, 2830, 1170, 169, 0
0.02, 0.04, 2602, 264, 2494, 4000, 2865, 1135, 185, 0
0.02, 0.04, 2558, 268, 2480, 4000, 2825, 1175, 211, 0
0.02, 0.04, 2351, 259, 2289, 4000, 2609, 1391, 354, 0
0.02, 0.04, 2671, 271, 2550, 4000, 2941, 1059, 100, 0
0.02, 0.04, 2529, 262, 2404, 4000, 2790, 1210, 167, 0
0.02, 0.04, 2432, 240, 2372, 4000, 2671, 1329, 306, 0
0.02, 0.04, 2463, 256, 2355, 4000, 2718, 1282, 208, 0
0.02, 0.04, 2693, 252, 2567, 4000, 2944, 1056, 78, 0
0.02, 0.04, 2505, 277, 2406, 4000, 2781, 1219, 212, 0
0.02, 0.04, 2572, 228, 2481, 4000, 2799, 1201, 223, 0
0.02, 0.04, 2553, 249, 2441, 4000, 2800, 1200, 231, 0
0.02, 0.04, 2546, 277, 2442, 4000, 2822, 1178, 194, 0
0.02, 0.04, 2706, 259, 2547, 4000, 2964, 1036, 76, 0
0.02, 0.04, 2468, 244, 2403, 4000, 2711, 1289, 276, 0
0.02, 0.04, 2420, 305, 2348, 4000, 2724, 1276, 271, 0
0.02, 0.04, 2452, 229, 2337, 4000, 2680, 1320, 316, 0
0.02, 0.04, 2739, 225, 2601, 4000, 2963, 1037, 102, 0
0.02, 0.04, 2347, 235, 2291, 4000, 2581, 1419, 426, 0
0.02, 0.04, 2668, 237, 2567, 4000, 2904, 1096, 145, 0
0.02, 0.04, 2395, 238, 2339, 4000, 2631, 1369, 352, 0
0.02, 0.04, 2530, 255, 2447, 4000, 2784, 1216, 239, 0
0.02, 0.04, 2518, 246, 2440, 4000, 2763, 1237, 239, 0
0.02, 0.04, 2667, 271, 2493, 4000, 2937, 1063, 54, 0
0.02, 0.04, 2633, 273, 2494, 4000, 2905, 1095, 106, 0
0.02, 0.04, 2540, 267, 2415, 4000, 2806, 1194, 189, 0
0.02, 0.04, 2357, 241, 2329, 4000, 2597, 1403, 339, 0
0.02, 0.04, 2561, 257, 2458, 4000, 2817, 1183, 228, 0
0.02, 0.04, 2566, 242, 2428, 4000, 2807, 1193, 235, 0
0.02, 0.04, 2558, 302, 2429, 4000, 2859, 1141, 138, 0
0.02, 0.04, 2604, 263, 2474, 4000, 2866, 1134, 137, 0
0.02, 0.04, 2651, 251, 2536, 4000, 2900, 1100, 141, 0
0.02, 0.04, 2494, 279, 2417, 4000, 2772, 1228, 269, 0
0.02, 0.04, 2625, 241, 2495, 4000, 2865, 1135, 190, 0
0.02, 0.04, 2328, 271, 2273, 4000, 2597, 1403, 373, 0
0.02, 0.04, 2587, 257, 2475, 4000, 2843, 1157, 154, 0
0.02, 0.04, 2511, 270, 2431, 4000, 2780, 1220, 245, 0
0.02, 0.04, 2515, 252, 2409, 4000, 2766, 1234, 194, 0
0.02, 0.04, 2578, 247, 2441, 4000, 2824, 1176, 125, 0
0.02, 0.04, 2509, 240, 2449, 4000, 2748, 1252, 241, 0
0.02, 0.04, 2530, 247, 2425, 4000, 2776, 1224, 271, 0
0.02, 0.04, 2476, 269, 2402, 4000, 2744, 1256, 279, 0
0.02, 0.04, 2472, 251, 2369, 4000, 2721, 1279, 289, 0
0.02, 0.04, 2407, 245, 2352, 4000, 2651, 1349, 376, 0
0.02, 0.04, 2388, 242, 2337, 4000, 2629, 1371, 320, 0
0.02, 0.04, 2449, 249, 2377, 4000, 2697, 1303, 323, 0
0.02, 0.04, 2604, 242, 2507, 4000, 2844, 1156, 186, 0
0.02, 0.04, 2523, 266, 2447, 4000, 2788, 1212, 211, 0
0.02, 0.04, 2609, 266, 2508, 4000, 2873, 1127, 169, 0
0.02, 0.04, 2475, 273, 2402, 4000, 2746, 1254, 231, 0
