0.02, 0.04, 1628, 314, 1619, 4000, 1941, 2059, 874, 0
0.02, 0.04, 2111, 368, 2057, 4000, 2478, 1522, 358, 0
0.02, 0.04, 2297, 356, 2241, 4000, 2652, 1348, 193, 0
0.02, 0.04, 2230, 325, 2150, 4000, 2554, 1446, 293, 0
0.02, 0.04, 2153, 326, 2109, 4000, 2478, 1522, 389, 0
0.02, 0.04, 1891, 315, 1864, 4000, 2204, 1796, 616, 0
0.02, 0.04, 2058, 298, 2047, 4000, 2355, 1645, 564, 0
0.02, 0.04, 1042, 184, 1059, 4000, 1225, 2775, 1751, 0
0.02, 0.04, 2031, 371, 1971, 4000, 2400, 1600, 344, 0
0.02, 0.04, 2351, 377, 2243, 4000, 2727, 1273, 198, 0
0.02, 0.04, 2289, 375, 2170, 4000, 2663, 1337, 187, 0
0.02, 0.04, 2105, 382, 2024, 4000, 2486, 1514, 310, 0
0.02, 0.04, 1756, 312, 1723, 4000, 2066, 1934, 928, 0
0.02, 0.04, 2107, 383, 2032, 4000, 2489, 1511, 365, 0
0.02, 0.04, 2300, 386, 2217, 4000, 2685, 1315, 137, 0
0.02, 0.04, 1976, 319, 1948, 4000, 2294, 1706, 516, 0
0.02, 0.04, 2129, 348, 2062, 4000, 2476, 1524, 359, 0
0.02, 0.04, 1944, 350, 1913, 4000, 2292, 1708, 508, 0
0.02, 0.04, 1918, 340, 1850, 4000, 2257, 1743, 494, 0
0.02, 0.04, 2096, 325, 2034, 4000, 2420, 1580, 443, 0
0.02, 0.04, 1568, 298, 1551, 4000, 1864, 2136, 969, 0
0.02, 0.04, 2148, 313, 2067, 4000, 2460, 1540, 435, 0
0.02, 0.04, 2287, 338, 2222, 4000, 2624, 1376, 242, 0
0.02, 0.04, 2225, 395, 2150, 4000, 2619, 1381, 234, 0
0.02, 0.04, 1433, 255, 1458, 4000, 1687, 2313, 1176, 0
0.02, 0.04, 2375, 360, 2285, 4000, 2734, 1266, 152, 0
0.02, 0.04, 1785, 350, 1763, 4000, 2134, 1866, 504, 0
0.02, 0.04, 2353, 372, 2249, 4000, 2724, 1276, 133, 0
0.02, 0.04, 2045, 332, 1961, 4000, 2376, 1624, 415, 0
0.02, 0.04, 1910, 302, 1872, 4000, 2210, 1790, 822, 0
0.02, 0.04, 2170, 338, 2105, 4000, 2507, 1493, 431, 0
0.02, 0.04, 1751, 313, 1722, 4000, 2063, 1937, 713, 0
0.02, 0.04, 2414, 357, 2307, 4000, 2769, 1231, 145, 0
0.02, 0.04, 2062, 327, 2012, 4000, 2388, 1612, 444, 0
0.02, 0.04, 1968, 309, 1923, 4000, 2276, 1724, 563, 0
0.02, 0.04, 2239, 344, 2172, 4000, 2581, 1419, 292, 0
0.02, 0.04, 2312, 396, 2191, 4000, 2706, 1294, 166, 0
0.02, 0.04, 2139, 412, 2039, 4000, 2549, 1451, 255, 0
0.02, 0.04, 1787, 306, 1780, 4000, 2092, 1908, 646, 0
0.02, 0.04, 1537, 237, 1538, 4000, 1773, 2227, 1088, 0
0.02, 0.04, 2242, 336, 2164, 4000, 2577, 1423, 308, 0
0.02, 0.04, 1824, 363, 1814, 4000, 2186, 1814, 669, 0
